Total_votes,hate_speech,offensive_language,neither,class,comments
3,1,2,0,1,iamjayuno shuddup hoe
4,1,2,1,1,iamshiraq ion fb niggas twitter aint worried amp ig nigga foe everybody try bffl got hoes
3,0,3,0,1,iamadamg_ fuckin bitches talkin shit bout get hit
3,1,2,0,1,iambillyshears shoulda came familys dinner tonightwe talked shitting negros
3,1,0,2,2,iamkrause aint never orderin colored pizza stow
3,0,3,0,1,iamkrause see da dayd presidents coz bitches hoes makin money day way
3,0,3,0,1,ianbmaggard kade_melton im going miss big nig
3,0,3,0,1,ianbmaggard lol kids act redneck oviedo
3,1,2,0,1,iank bitch
3,0,0,3,2,icpchad unseeingeyes monkey look like
6,0,5,1,1,idclogan bad ass bitch
3,0,1,2,2,idkconstancio im trash
3,0,0,3,2,idochips honky tonk badonka ankh
3,0,3,0,1,iiak lmaoo boy think benny heard lol blasting bitch
3,1,2,0,1,iiak yea ima spin yo hoe
3,0,3,0,1,iitweet_yulurk bitch outta line
3,0,3,0,1,ijrojo cameron_ast lanahudsonnn r u still talking smh bitch idgaf u stfu talking u going around circles
3,0,3,0,1,ileny gisellemaryy fuck hoes meaning stfu hoes lol
3,0,3,0,1,ileny gisellemaryy fuck hoes
3,2,1,0,0,illbreatheyouin happy birthday faggot
3,0,3,0,1,illest_will djdynamiq edrobersonsf sarahliz_sf top notch bitches
3,0,3,0,1,ilove_pac youre concerned much lady makes thats bitch shit need ego stroked
3,0,1,2,2,ilovemytroops senatortimscott see feel betrayed racism comes shocked didnt call uncle tom bitter loser
3,1,2,0,1,ilovetmills faggot
3,0,3,0,1,im_jessicaaaaa ok hoe
3,0,3,0,1,im_sarcasticc yas bitch dont much fun
3,0,1,2,2,imdevincarlson trash
3,1,0,2,2,imgooby youre funny trash
3,0,3,0,1,imgorejess unloyal retard
3,0,0,3,2,imjoshdean thats hoser eh
3,0,3,0,1,immspeed whatchu gon bout bitch
3,0,3,0,1,imxnii_ swear disgraceful like bitch line really dry day ill get emails pacsun
3,1,2,0,1,infidelpamelalc allah kiss ass yes muhammed bitch like osama binladen
9,7,1,1,0,infidelpamelalc im going blame black man since always blame whitey im equal opportunity hater
3,0,3,0,1,insta_trixx itsjustlindaa _xojaclyn name ollie bitch
3,0,3,0,1,inthekcmix pau pissed like boozer pissed bulls fan soft faggots
3,0,3,0,1,inthekcmix simmons acted like bitch doc left la
3,0,0,3,2,inthekcmix last planet apes kids minute
3,0,3,0,1,inthekcmix twitter thats folks folks mad someone calls nigger
3,0,1,2,2,intrepidokie nice lie teabagger want see doesnt make real like reagan conservative another huge lie
3,2,1,0,0,iowahawkblog jjauthor gtdavidmasciotra get past boot camp go active years see really daily liberal pussy
6,1,0,5,2,iowahawkblog also recommend pack shiner bock hours brisket duty pit feeding oak coals
3,0,3,0,1,irwinhype thank much bitch move pull thank
3,0,3,0,1,is_anyone_up huntermoore fuck tight pussy im dripping wet
3,0,3,0,1,isaabbellla haha bitch really tho good catch yo pretty fun last time chilled
3,0,3,0,1,isaabbellla yo nig cheeseball
3,0,3,0,1,italian_montana ouuuuufffff see pussy
3,0,3,0,1,its_selenaaaa karma bitch bruhh
3,0,3,0,1,itsjaylaaa dont fight bitchez bitch much
3,2,1,0,0,itsjaylaaa eat shit nigga bitch turd bag dick beetle
3,0,3,0,1,itsjaylaaa bitch thats sure
3,1,2,0,1,itsjustmexo ur cunt nd wish faggot
6,0,6,0,1,itskingdee gorgeouscamry_ ion got ta bitch ass thang dont like wtf im saying unfollow
3,1,2,0,1,itssdaviddd retard alert
3,0,3,0,1,ittybittyber playas fuck lmao thats like trash forreal crazy one see
3,1,2,0,1,itzbreak spear chucker hell
3,0,3,0,1,ivanrabago_ buckmse blocked annoying ass sand nigger claims biased yet one say anything khan
3,0,3,0,1,ivanrabago_ maniacx woody_afc play together soon ive playing random faggots fun
3,1,2,0,1,ivanrabago_ least put caption stealing pic fag lol
3,0,3,0,1,ivanrabago_ looks ghetto fuck
3,0,2,1,1,izzayy_bitches amp th guinea pig haunt
3,0,0,3,2,izziorizzi im trash talker brah im polite diplomatic court
3,1,2,0,1,j_co pussy wouldnt show bro
3,0,3,0,1,j_schlauds pussy
3,0,3,0,1,jaaaaaade__ shut miss fag
3,0,0,3,2,jaaaaaade__ cant see im flipping bird
3,0,3,0,1,jacksparenohoe hotter pussy pepper patchwho makes shit anyways
3,0,3,0,1,jacksparenohoe lem cheer bitch
3,0,3,0,1,jacksparenohoe lets hang nigger
3,0,0,3,2,jacobkesler ki_kibaby __adamdavis pick sc take us nip cr
3,0,0,3,2,jacquebland weird see local yokel journalist get worked enough take pointed side though thought impartial
3,0,3,0,1,jacqueline_ dont care saying calling someone bitch still calling someone name
3,0,3,0,1,jacquibreed ok ill sink level youre special kind bitch arent conserv_tribune
3,0,3,0,1,jaezona knew gettin pussy later yakked look stoned hell
3,0,3,0,1,jaimescudi_ fucking bitch
3,0,3,0,1,jaimescudi_ lmao fucking bitch ima whoop like yesterday im trying update roster
3,0,3,0,1,jakeysinclair kamenmypants puff pass porn tablet run bitch assless chaps swearing im catholic
3,2,1,0,0,jakiekoelewijn nigga whos bitch u fucking cracker get gay ass mentions
3,0,3,0,1,jalenwanna bad bitches
6,0,6,0,1,janisjayy real gangsters knoww nate aint never loved hoe
3,0,2,1,1,jaredlikelndn monkey dong
3,1,2,0,1,jasmyncyniquee ozzie_garza bitch subtweeted
3,0,3,0,1,jasongregory devondude hot_lads fuck yeah hot big blk boots scally lad would get
3,0,0,3,2,jasonjwilde th incompletion slants looked like better options shame theres youth amp lack trust going
3,0,3,0,1,jaspen im dumb hoe haha already lost thing ya gave today
3,0,2,1,1,jaspen haha hoes go hard nigga stooooned lol
3,0,3,0,1,jaureguisturnt bitches smell like farts holdin since th grade
3,0,3,0,1,jay_ibarra bad bitch shit forever
3,0,3,0,1,jay_ibarra uhh bitch never overplayed itv
3,1,2,0,1,jayboogie_ yeah niggas straight bitches
3,0,3,0,1,jaymohr yeahbut one wanted followersyou got ta work bitch
3,2,1,0,0,jayswaggkillah fag
3,1,2,0,1,jayswaggkillah fag
3,0,3,0,1,jazminesmazmine dykes arent even human tbh like empowered dress like man like bitches alien shit
3,0,3,0,1,jazminesmazmine bitches tryna step us
3,0,1,2,2,jazqui thats im partially glad say hi ho kermit frog slip kermit voice well
3,0,3,0,1,jballinbutts sameeee bitch asss lol
3,0,3,0,1,jcharles tkelce yall tryna fuck bitch game nah
3,2,1,0,0,jdickerson scottpelley bobschieffer racist ntx trash w norahodonnell hate see particular man wh n butler
3,1,2,0,1,jdimenstein jagexlyon yeah get trouble less percent chance mistake youre fucking retard
3,0,1,2,2,jeffgill hey teabagger bohner said got wanted sequester sound like moron everyone knows lying
3,0,3,0,1,jeffjam toddgunter cgoodwoman else teachers constantly bitch pay
3,0,3,0,1,jehsee_ got bitches though
3,0,3,0,1,jemelehill ironz said ok u let ur man punch u ur pussy long makes u cum
3,0,3,0,1,jenlanaex scared pussy
3,1,2,0,1,jennaferjenbub nice profile pic fag
3,0,3,0,1,jennahnorberg im always call away ya need nigs
3,0,3,0,1,jennahnorberg retarded lol jk
3,0,2,1,1,jennahnorberg ehh tough yeah lol jk course niglet
3,2,1,0,0,jennybaquing terms like honkey cracker peckerwood stereotypes white people fucking kids sisters isnt racist sweet
3,0,3,0,1,jennydigi pussy put yo ass sleep im calling nyquil
3,0,1,2,2,jermhudson lanele way im dude fat diet twinkies devil breakfast tacos miss breakfast tacos
3,0,3,0,1,jeronimosolano dont pussy talk friend doesnt seem hard
4,0,4,0,1,jerryrscuba bare ass cunt hear
3,0,3,0,1,jerseyzbest aye hoe
3,0,2,1,1,jesjosie eff dem hos
3,0,0,3,2,jesseleesoffer totally smells like brownies every day walk work
3,0,0,3,2,jessespector bird hats gt every hat
3,0,0,3,2,jessespector bird hat hats hats beat
3,0,1,2,2,jessicacassell find new hillbilly spiritweek
3,0,0,3,2,jessitron bsilverstrim fact start forprofit university would sole requirement graduation
3,0,0,3,2,jesslaw ha im actually going see yankee game weird sounds uncles house nj hour away
3,0,1,2,2,jesstoth could get matching burner phones ghetto fab months
3,1,2,0,1,jezzzz_ shitpussiessay jessica im afraid slit throat tomorrow
3,0,3,0,1,jimachterfeld dan_bernstein fuckin pussy makes fun people day radio someone calls creep blocks
3,3,0,0,0,jimachterfeld joeo dan_bernsein bernstine chi sox jew fag
3,0,3,0,1,jimachterfeld mattabbatacola like said pussies
3,0,3,0,1,jkatz_ kaylee_binion bitch
3,0,3,0,1,jkfldghi huntermoore long tittie nipple havin ass bitch
3,0,3,0,1,jmac_au brocklesnitch least one dude guts dont like opinion qquit bitch keep scrolling
3,2,1,0,0,jmellor fag
3,0,3,0,1,jocsoriano ima call different number cuz moms still sum hoe shit
3,0,2,1,1,joeylattime mawson americn joey r u retard defense allow avg like point u really need
3,2,1,0,0,joeylattime mawson americn thats rooting team hate banwagoning u retard u different favorite
3,0,3,0,1,joeylattime ill fucking merk bitch dude dont fuck
3,0,3,0,1,joeylattime ur welcome u bitch
3,0,1,2,2,joeysulipeck myfoxmemphis minute red n yellow rent signs go reg ppl start selling n move
3,2,1,0,0,johguy love racism blame whitey everything mention bet white man put desert tortoise bundyranch
6,0,6,0,1,johnwells__ fuck hoes hoes
3,0,3,0,1,jokersupdates please like snob elissa rich bitches suck
3,0,3,0,1,jon_wayne_miles better called kid pussy
3,0,3,0,1,jonnnycashh pussy
3,0,3,0,1,jonnytooswollen bitch
3,0,0,3,2,jonsweethearts argie
3,0,2,1,1,jordan heydenbunsyolo bird_lovin bitch huh nigga gon na damn thing sir page oh u forgot
3,1,2,0,1,jordan heydenbunsyolo bird_lovin shut yo cracker jack buck teeth ass native nigga best kind
3,0,0,3,2,jordan_luree natalieschroyer nat def shiner
3,0,1,2,2,josephljenkins heard hillbilly grumblings bugs worse recent years mic shutdown
3,1,2,0,1,josh_helton xbox live fags
3,0,3,0,1,josh_sclafani youre also better little bitch
3,0,0,3,2,joshbuddy blue cheese crackers intrigues repulses time
3,2,1,0,0,joshgnf brana_nv define ironbjk mrjstn oh shut faggot get disease overused twitter
3,0,3,0,1,joshkline thats nig nog
3,0,3,0,1,joshmtz bitch im starving
3,0,3,0,1,jqualley_ _beautifulkeezy bitch yesssss make girls mad
3,0,3,0,1,jrlikeswhisky zwithr nickehlers couldnt handle iowa pussy kitty kitty kitty
3,0,0,3,2,jrlikeswhisky zwithr stegosaurus hissed like snake pterodactyl sounded like crowtrex like cross parrot elephant
6,0,5,1,1,jrsmith jaynovel let hoes great
3,0,3,0,1,jshcalderon lmfaoooo im tryna see many hoes lure
3,0,0,3,2,jsimsromance guy maine coon total cuddle bum every one ive ever met super friendly
3,0,2,1,1,jstewcoolcat fag lol
9,3,6,0,1,jthomas destrothenoble nekolin ltltlt getting ass pounded amp loving im done gay whiney bitch next
3,0,3,0,1,jtrimbl real lil bitch
3,0,3,0,1,juiccey_j understand everyone loves pussy
3,0,2,1,1,juicygenie quote tag bitch
3,0,3,0,1,juicygenie bad bitches roe r u amp flightrisk_
3,3,0,0,0,jumpmastere dmcgowen visitorvisiting retarded
3,0,1,2,2,juniorshabidoo also nack autocorrect changed im putting phone trash going sleep
3,1,2,0,1,jusfinlbieber honestly fuck whoever agreed bitch ass nigga never going get tupac level
3,2,0,1,0,just_joshin fag
3,0,3,0,1,just_priss understand stop venting bitch give much insight life amp people dont deserve
3,0,3,0,1,justezzzee noleydunlap would want girl stand im man bitch letting
3,1,2,0,1,justezzzee swear straight bitch
3,0,3,0,1,justezzzee annoying ass fuck boy could still meet fight somwhere else u shut bitch shit fuck boy
3,1,2,0,1,justezzzee bitch u fuck nigga
3,0,3,0,1,justezzzee bitch look like one characters sesame street yo ugly ass
3,0,3,0,1,justezzzee nigga bitch im talking bout boxing u read
3,0,3,0,1,justezzzee wtf u tryna bitch
3,1,2,0,1,justezzzee nigga aint fucking champ straight bitch bout shit bitch made
3,0,3,0,1,justezzzee mama raised bitch right
3,0,3,0,1,justezzzee fucking ignorant u talk lot shit someone dont wan na fight mama raised u bitch huh
3,1,2,0,1,justinbieber stupid little cunt thought couldnt get lower dare spit people fucking fans
3,1,2,0,1,justinbieber fun getting deported fucking faggot
3,0,3,0,1,justinbieber nice wigger stache
6,1,5,0,1,justinclark_ oh forgot retarded lol lem break bg hoes lmao
3,0,1,2,2,justinhall god bless whitey sleepin tomorrow
3,1,2,0,1,justinmiculka edgarguillenjr blakeanderson jo_clark dalton_ryann cjjsanchez delao_chris quit bitch
3,0,3,0,1,justinmiculka oh hoe trippin bout
3,0,3,0,1,justyeahdude tricky_nickyh put lotion bitch ass nigga
3,0,3,0,1,jwill got win nicca lmao
3,0,3,0,1,jzsuschrist ok niggers raw
3,0,1,2,2,k_tempsss lol one flavor think yellow idk yea bomb
3,0,3,0,1,kaaaytate pussy
3,0,3,0,1,kade_melton triesto cause drama people said called bitch know didnt hahahaaha
3,0,3,0,1,kailanlee pussy
3,0,0,3,2,kamkamluvsblk yeah one called race traitor lol
3,0,3,0,1,kampeas well know like children murdered kind weird would little bitch twitter list
3,0,3,0,1,kannslac said ready bitch okay lmfaoooooooo done
3,0,3,0,1,kanyewest tell yo bitch stop calling fam
3,0,3,0,1,karazopfi send bitches express mail overnight delivery
3,0,3,0,1,karlamorenoo aha welcome niggah
3,0,2,1,1,karlamorenoo dont even trip niggah got lol
3,0,2,1,1,karlamorenoo look realest niggah rosecrans lol
3,1,2,0,1,karlamorenoo niggah niggah lol
3,1,2,0,1,karlamorenoo niggah dont know lol dont know life aha
3,0,3,0,1,karlieu cant help notice attempting avoid acknowledging hairy pussy
3,0,3,0,1,karlieu oh youre perpetually hairy pussy tho different story
6,0,6,0,1,karlina_marie pussy mine
3,0,1,2,2,karmendanielle_ aka wan na keep warm shoulda introduced coons
6,2,1,3,2,karmendanielle_ let coons great dream
3,2,1,0,0,karmendanielle_ u got ta slow coon hrs know love n hip hop lebron amp fake love quotes
3,0,3,0,1,kassidypeek pussy shit
3,0,0,3,2,kate_beckwith dont judge monkey
3,0,3,0,1,katelyn_lomax im nig
3,0,2,1,1,kater_tater_ shine bright like bad bitch
3,0,3,0,1,katherinerrrr hoes gon hoes couldnt blame tammy
3,0,1,2,2,kathleen_herne stink shut hole amp perform tricks like good trained monkey
3,1,2,0,1,kathleenparker washington post call president ignorant ask racist angry bitter bitch look mirror
3,0,3,0,1,kathy_doermer bitch please ill go windsor either way come bring also
3,0,3,0,1,katiier nah bitch dykey
3,0,3,0,1,kay_laa_laa know bitches love
3,0,3,0,1,kay_laa_laa ha bitch know
3,0,3,0,1,kay_laa_laa cant stand heat get kitchen gratata swag bitch
3,0,3,0,1,kay_reneaa holy fuck thank hate bitches fuck ex boyfriend back back like damn call peace pipe
3,1,2,0,1,kay_reneaa trust tweeted like damn im fag
3,0,3,0,1,kayhay bitch back im taken
3,1,2,0,1,kayliefarmer bbluedreamm dare ill slay ass fruity quaffing tranny
3,0,3,0,1,kayliefarmer funny blond bitch
3,0,0,3,2,kayliefarmer hey theres need foul language kike
3,0,3,0,1,kayliefarmer hey fuk hoes prolly already
3,0,0,3,2,kaylonnnnn call trash
3,1,2,0,1,kaylynkitz yep im assholeoh well shouldnt little bitchim sure hears worse daily basis
3,0,3,0,1,kaymckinneyy suck ass bum ass yankees foh
3,0,1,2,2,kayt poor coonsnow stopped herenow wind would might nice outwell winter
3,0,3,0,1,kayylamarieeee haha pussy
3,0,3,0,1,kayysavage montea_rollin know bitch
3,0,3,0,1,kayysavage bitch amp wasnt
3,0,3,0,1,kayysavage bitch shit soooo funny
3,0,3,0,1,kayysavage bitch looked surprised asf yo mama let drive shit
4,0,0,4,2,kboydee like worst lyrics post beautiful dont know theyre talking trash
9,6,3,0,0,kcsnowwhite samsaunders dont forget nappy headed butt ugly bitch whos married muslim
3,0,0,3,2,keishagreyxxx thats beauty brownies always daydream id hit powerball lol nerdy fun
3,0,3,0,1,kelly_ryaaaan dumb bitches r th
3,0,3,0,1,kels_oneill bring bitch
3,2,1,0,0,keltor_wade nah dude mostly sound like faggot
3,0,3,0,1,kelvinkayyy safe bruv welcum twitter niggur
3,0,3,0,1,kenlypls skeetworld_ iacceptnudes wrong skiny girls guys want hot sex looks good every fat bitch knows
3,0,0,3,2,keno_ isnt law clam chowder must served im bread bowls haha
3,0,3,0,1,kenzayye ruga bussed yo bitch bowbow
3,0,2,1,1,kenzieblake duh youre main bitch
3,0,0,3,2,kenzieblake pretty easy actually im cashier right im eating animal crackers lolol
3,0,3,0,1,kenzieblake time bonfire saturday hoe
3,0,3,0,1,kenzystuart hey guy first name fag
6,1,5,0,1,keongetsbitches fag
3,1,2,0,1,kerrtheresa moderator wants bitch slap romney hard
3,0,3,0,1,keshhh got bitches look like bulldogs instead lol
3,0,3,0,1,kevkid quit ya hating oyster lookin ass bitch
3,0,0,3,2,kfocht nope got lucky washing slopes gon na make little rough combining feeling fortunate today
3,0,0,3,2,khamillkilroy shy glizzy
3,2,1,0,0,kiara_curry know im kidding bet funny love blacks call eachother ignorant niggers makes
3,0,3,0,1,kieffer_jason bitch time
3,1,2,0,1,kieffer_jason c_janacek nigga stop bitch come high school already said yes
3,0,3,0,1,kieffer_jason c_janacek fuck doesnt fucking song wtf r u talking yes fuck bitch
3,0,3,0,1,kieffer_jason kgokey plz come im really sick bitch ass talking shit plz come going
3,1,2,0,1,kieffer_jason nathanndevlin zach_smith letting whats going happen like u pussy ass niggas plano
3,0,3,0,1,kieffer_jason nathanndevlin zach_smith bitch plano every fuck weekend make excuses stfu fight
3,1,2,0,1,kieffer_jason nathanndevlin zach_smith bitch tf dumb going someone else told u shut shit
3,0,3,0,1,kieffer_jason nathanndevlin zach_smith bitch thats next year come weekend
3,1,2,0,1,kieffer_jason hunterbuch sbsylvester yo scary ass dont want see tho stfu talking u know pussy boy
3,1,2,0,1,kieffer_jason hunterbuch sbsylvester u fucking trailer trash
3,0,3,0,1,kieffer_jason jayleno barackobama naw really bitch mean yo address
3,0,3,0,1,kieffer_jason sbsylvester hunterbuch bitch keep talking
3,0,3,0,1,kieffer_jason sbsylvester bitch yall come town east mall u bitch fuck boys
4,0,4,0,1,kieffer_jason sbsylvester bring yo bitch ass town east mall let know u bitch
3,0,3,0,1,kieffer_jason sbsylvester bring bitch ass town east bitch
3,1,2,0,1,kieffer_jason sbsylvester u call dumb u speak shit u dont know nothing yea look whos fucking talking retard
3,0,3,0,1,kieffer_jason sbsylvester yall oh going fight come town east bitch
3,0,3,0,1,kieffer_jason someone yea true bitch
3,2,1,0,0,kieffer_jason zach_smith nathanndevlin fuck still talking shit acting like pussy ass nigga
3,0,3,0,1,kieffer_jason u going talk shit another state thats dat pussy shit
3,1,2,0,1,kieffer_jason heard mama raised like bitch
3,0,3,0,1,kieffer_jason said name bitch yes fuck boy
3,1,2,0,1,kieffer_jason lmfao im making money yo duck ass bitch dallas tx born raised back shit day nigga
3,0,3,0,1,kieffer_jason real pussy ass nigga would give fuck u think lmao stfu
3,0,3,0,1,kieffer_jason thats u think dont like pussy boys run mouth cant back words
3,0,3,0,1,kieffer_jason fuck bitch whats real fucking address get bitch yo blood tell address
3,0,3,0,1,kieffer_jason done acting like little bitch year old nephew realer scary ass sunset time u dumb fuck
3,0,3,0,1,kieffer_jason going hurt bitch ass feelings
3,1,2,0,1,kieffer_jason stop bitch made nigga man show ass whooping
3,0,3,0,1,kieffer_jason said didnt like fuck u got shit u made stfu stop assuming bitch ugly
3,1,2,0,1,kieffer_jason would care bitch ass nigga think u dont understand fucking scary u look
3,0,3,0,1,kieffer_jason got pussy bllod
3,0,3,0,1,kieffer_jason bitch dont wan na talk wan na fight pussy ass
3,0,3,0,1,kieffer_jason bitch phone stfu talking dont worry make sure show
3,0,3,0,1,kieffer_jason bitch really dont fucking like fuck even talking
3,0,3,0,1,kieffer_jason bitch fam wtf skrong says shit like get wack ass page lamo
3,0,3,0,1,kieffer_jason bitch cause u wanted fight didnt show tryna make bet shit get yo friendly ass twitter
3,0,3,0,1,kieffer_jason bitch didnt discuss shit yesterday time faget
3,0,3,0,1,kieffer_jason bitch get fuck tl u mean
3,0,3,0,1,kieffer_jason bitch go get life block lame ass
3,0,3,0,1,kieffer_jason bitch lets fight today going bitch think going bitch
3,0,3,0,1,kieffer_jason bitch meet
3,0,3,0,1,kieffer_jason bitch says traffic stop bitch stop making excuses
3,0,3,0,1,kieffer_jason bitch u thot oh fake ass nigga box hoe u bout nothing
3,0,3,0,1,kieffer_jason bitch u describe terms
3,2,1,0,0,kieffer_jason bitch talking u stfu get page oh bitch nigga u bout life
3,0,3,0,1,kieffer_jason bitch show tweeteddm texted called u asked u tryna meet bitch ur fucking weak
3,0,3,0,1,kieffer_jason bitch must flew u head cuz u didnt show plano senior high school plano tx fuck boy
3,0,3,0,1,kieffer_jason bitch whos fucking playing would u know smoke dont fuck friendly ass niggas
3,0,3,0,1,kieffer_jason bitch whos playing worried little faget ass friends vines know niggas vines wtf u say
3,0,3,0,1,kieffer_jason bitch wtf r u talking tf r u still talking shit action thank proving point pussy boy
3,0,3,0,1,kieffer_jason bitch funny stfu talking part understand
3,0,3,0,1,kieffer_jason bye bitch
3,0,3,0,1,kieffer_jason catch hoes onsaturday meet plano senior high
3,0,3,0,1,kieffer_jason ha bitch angry bitch taller older fake ass boy stfu making look like dumbass pussy boyy
3,2,1,0,0,kieffer_jason let say clearly since retarded ass dont understand
3,2,1,0,0,kieffer_jason would u know dont fuck exactly dont wtf got shut retarded ass
3,1,2,0,1,kieffer_jason swear u fuck nigga u scary little bitch u think game huh
3,0,3,0,1,kieffer_jason idgaf name scary ass give real address hoe
3,0,3,0,1,kieffer_jason say sound like little bitch nagging shit u
3,1,2,0,1,kieffer_jason keep talking im going make u cant talk u going talking like retard
3,0,3,0,1,kieffer_jason lets settle fight stop pussy
3,3,0,0,0,kieffer_jason lmao ur dad raised u bitch made nigga
3,0,3,0,1,kieffer_jason meet stop hitching back words pussy
3,0,3,0,1,kieffer_jason mfka ok bitch going see funny mother fucker
3,0,3,0,1,kieffer_jason naw fam aint bitch made niggas gtf shit fuck nigga im fam oh friendly ass nigga
3,0,3,0,1,kieffer_jason nigga went go get homeboy texted u naw u bitch
3,1,2,0,1,kieffer_jason nigga really dont give flying fuck u wan na talk shit back words scratch stop little bitch
3,0,2,1,1,kieffer_jason nigga u called bitch last time check im fucking nigga get ill show u real fight like
3,1,2,0,1,kieffer_jason nigga talking bout school ever choice bitch
3,3,0,0,0,kieffer_jason oh lame yo pussy ass didnt show fuck u talking bout oh scary ass white boy
3,2,1,0,0,kieffer_jason oh grades say wise u stfu get twitter u box simple ass pussy boy
3,0,3,0,1,kieffer_jason pussy
3,1,2,0,1,kieffer_jason pussy nigga term
3,0,3,0,1,kieffer_jason restricton g means license revoked stop making excuses straight bitch
3,0,3,0,1,kieffer_jason sorry dont know tell get pussy ass twitter
3,0,3,0,1,kieffer_jason u bring bitch
3,1,2,0,1,kieffer_jason u tool bet u want shoot tho pussy ass nigga u cant dem hands tho
3,0,3,0,1,kieffer_jason u feel like dumb ass dont u pussy boy
3,0,3,0,1,kieffer_jason u going get dropped bitch im fucking nigga got fucking dick
4,0,4,0,1,kieffer_jason u made drive way plano wan na bitch
3,0,3,0,1,kieffer_jason u want panda express someone break like fuck stick plan go plano get bitch blood
3,1,2,0,1,kieffer_jason u see saturday u dont show bitch made nigga pussy ass nigga
3,0,3,0,1,kieffer_jason umm sure hoes talk arent ugly
3,0,3,0,1,kieffer_jason wtf r u talking plano tx r u talking pussy boy
3,1,2,0,1,kieffer_jason wtf u think u ole pussy ass nigga
3,1,2,0,1,kieffer_jason yes bitch fucking square
3,0,3,0,1,kieffer_jason dumb fuck thats fucking full address dumbass dont live plano fuck would know retard
3,2,1,0,0,kieffer_jason fucking retared even funny bitch im going sleep u
3,2,1,0,0,kiela_g_ alright fag
3,0,3,0,1,kiela_g_ home fag didnt feel like puttin shit today
3,0,3,0,1,kierstenhammond slid dms answer bitch
3,0,0,3,2,kilmeade foxandfriends dont mean crowd crows
3,0,3,0,1,kim britbritt im pretty sure shes bad bitch words shawty dime
3,0,2,1,1,kim _nikecaptain_ tae_rhodes implying bro amp two aint nothin lil hoescmon kim
3,0,3,0,1,kimcampano bitches needa take notes
3,0,3,0,1,kincade daunfuqwitable stoopid_lu _playcrazy anthony_much jacktime gf_dalifestyle nigga safe hoe
3,0,3,0,1,kincade daunfuqwitable stoopid_lu mistaturk _playcrazy gf_dalifestyle fuck bitch
3,0,3,0,1,kincade pactha_mac lmaooooo cant wash baby ass honda got cause hoe dont cost
3,0,0,3,2,kincade mistaturk lmaooo call phone want birds migos voice
3,1,2,0,1,kincade dont watch watch tv hoe
3,1,2,0,1,kincade nigga madison playing bitch ass white boys thats going harvard law scholarship play crazy
3,2,1,0,0,kincade shut bitch spit
6,1,5,0,1,kincade owe anyway hoe need interest shooting shit
3,1,2,0,1,kincade seen hoe put cash bitch imma take money spit fat ass
3,0,3,0,1,king__saan feel like got married bruh bad bitch
3,0,3,0,1,kingjvsh _hanima dont bitch
3,0,3,0,1,kingjvsh bitch lol
3,0,3,0,1,kingtaylorxx chanelisabeth im boss ass bitch bitch bitch bitch bitch
3,1,2,0,1,kingxxlopez lol marcusdenton sit make fun cant stand fag
3,2,1,0,0,kingxxlopez roberts fuckin fag smack shit outta
3,0,3,0,1,kinkymuslim bitch music
3,1,2,0,1,kirbys _james_kirby_ fuck bitch
3,2,1,0,0,kirstynehbu faggot
3,2,0,1,0,kitlange stop oppressing heard free speech stop shoving lifestyle throat st amendment tcot teabaggers
3,0,3,0,1,kitten_nugget danusaur bitch youre ugly one thats everyone leaves ahahahaa
3,3,0,0,0,kitten_nugget stfu dyke looking hoe
3,2,1,0,0,kittty_jpg steezeyflow nosfiend least im black bitch parents left mcdonalds parking lot born
3,0,3,0,1,kittty_jpg nosfiend steezeyflow one jumped conversation smelly ass bitch fuck thats
3,0,3,0,1,kitty_hello bitch aint arguing fuk said slick shit n addressed simple
3,1,2,0,1,kittygurl highly doubt youre real woman youre prolly fat ass man fuckin cares let ho
3,0,3,0,1,kittygurl bitch mentioned first tf wrong wit yo psychotic ass
3,2,0,1,0,klejdys may hustlin studied critical race theory people holder getting revenge hate whitey
3,0,3,0,1,klena someone facebook made status defending dropped bomb full knowledge bitch unfriended
3,1,2,0,1,kliontiii yfly lol tell liv none usual redneck hillbilly places none ur black gangsta places either
3,0,3,0,1,klvyupthatsm huntermoore ew look like cheap tranny hooker
3,0,2,1,1,kmagalyv scandalous hoes lmao
3,2,1,0,0,kmdk beautifulmined hopes dis aint cause colored cause knows actin nigga like
3,0,3,0,1,knvcklepvck gim one mouth closed cant draw teeth without making look retarded omf
3,0,3,0,1,kortneyalexis fuck yo bitch ass
3,2,1,0,0,krispy grizzboadams fucking gay faggot look gay ass pink shirt haha
3,2,1,0,0,kristin better nig lol anything ill flip u something im tryna get cash
3,0,2,1,1,krustyiscute dont hoe
3,0,0,3,2,ksecus give tankees mean yankees maybe next year
3,2,1,0,0,ktpowers wendydavistexas ha ha ha good fat dyke
3,1,0,2,2,kuczaaak tyg kris griff ghetto know anything sperrys vans
3,1,2,0,1,kuhnatekuhnite studlydubly talkin bout bitches gettin butthurt right
3,0,3,0,1,kvngkendric_ fight expose hoes super gay shit anything negative since thats society works
3,2,1,0,0,kyleefagnola call cock blocking faggot
3,0,3,0,1,kylegotjokes yaaagirlllmeggx thats fucking bitches ya using pus hook u
3,0,3,0,1,la_di_dadee try pussy
3,1,2,0,1,laceeybugg atleast dont dick breath twat licker
3,0,3,0,1,laceeybugg atleast wipe ass trashy bitch
3,0,3,0,1,laceeybugg bitch im talker youre short stfu
3,0,3,0,1,laceeybugg bitch im smd hoe
